RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2017-01
96523,91790,West Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2633,340
71032,30312,Atlanta,GA,Atlanta,Fulton,2634,208
88453,70068,La Place,LA,New Orleans,Saint John the Baptist,2635,109
72387,33055,Miami Gardens,FL,Miami-Fort Lauderdale,Miami-Dade,2636,155
98542,96002,Redding,CA,Redding,Shasta,2637,157
99342,97520,Ashland,OR,Medford,Jackson,2638,250
65818,19151,Philadelphia,PA,Philadelphia,Philadelphia,2639,98
71973,32405,Panama City,FL,Panama City,Bay,2640,100
78100,46342,Hobart,IN,Chicago,Lake,2641,83
91865,77351,Livingston,TX,,Polk,2642,84
67335,22630,Front Royal,VA,Washington,Warren,2643,151
74411,37664,Kingsport,TN,Kingsport,Sullivan,2644,77
399603,60169,Hoffman Estates,IL,Chicago,Cook,2645,158
79091,48236,Grosse Pointe Woods,MI,Detroit,Wayne,2646,147
65087,17522,Ephrata Township,PA,Lancaster,Lancaster,2647,123
67721,23453,Virginia Beach,VA,Virginia Beach,Virginia Beach City,2648,137
72607,33441,Deerfield Beach,FL,Miami-Fort Lauderdale,Broward,2649,175
71765,32065,Orange Park,FL,Jacksonville,Clay,2650,92
77942,46062,Noblesville,IN,Indianapolis,Hamilton,2651,93
96265,91001,Altadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2652,500
98140,95361,Oakdale,CA,Modesto,Stanislaus,2653,179
75714,40511,Lexington,KY,Lexington,Fayette,2654,94
78297,46825,Fort Wayne,IN,Fort Wayne,Allen,2655,76
96730,92203,Indio,CA,Riverside,Riverside,2656,161
73175,34689,Tarpon Springs,FL,Tampa,Pinellas,2657,137
94900,85323,Avondale,AZ,Phoenix,Maricopa,2658,106
70367,29212,Columbia,SC,Columbia,Richland,2659,83
97988,95120,San Jose,CA,San Jose,Santa Clara,2660,616
79132,48322,West Bloomfield,MI,Detroit,Oakland,2661,118
69397,27540,Holly Springs,NC,Raleigh,Wake,2662,132
92548,78610,Buda,TX,Austin,Hays,2663,122
61870,10573,Port Chester,NY,New York,Westchester,2664,316
99181,97304,Salem,OR,Salem,Marion,2665,144
70857,30078,Snellville,GA,Atlanta,Gwinnett,2666,93
74237,37206,Nashville,TN,Nashville,Davidson,2667,218
82119,55118,West Saint Paul,MN,Minneapolis-St Paul,Dakota,2668,210
84755,61008,Belvidere,IL,Rockford,Boone,2669,80
88818,70809,Baton Rouge,LA,Baton Rouge,East Baton Rouge,2670,135
88474,70094,Westwego,LA,New Orleans,Jefferson,2671,81
96133,90301,Inglewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2672,316
88624,70501,Lafayette,LA,Lafayette,Lafayette,2673,82
85350,62226,Belleville,IL,St. Louis,Saint Clair,2674,83
98176,95409,Santa Rosa,CA,Santa Rosa,Sonoma,2675,373
63948,15217,Pittsburgh,PA,Pittsburgh,Allegheny,2676,170
72233,32807,Orlando,FL,Orlando,Orange,2677,115
90133,73703,Enid,OK,Enid,Garfield,2678,88
93024,79605,Abilene,TX,Abilene,Taylor,2679,70
77029,44129,Parma,OH,Cleveland,Cuyahoga,2680,79
77127,44313,Akron,OH,Akron,Summit,2681,85
94375,84003,American Fork,UT,Provo,Utah,2682,185
95865,89178,Las Vegas,NV,Las Vegas,Clark,2683,129
97542,94070,San Carlos,CA,San Francisco,San Mateo,2684,887
66037,19713,Newark,DE,Philadelphia,New Castle,2685,152
99515,98030,Kent,WA,Seattle,King,2686,181
66690,20886,Montgomery Village,MD,Washington,Montgomery,2687,177
97416,93705,Fresno,CA,Fresno,Fresno,2688,122
96963,92637,Laguna Woods,CA,Los Angeles-Long Beach-Anaheim,Orange,2689,291
71030,30310,Atlanta,GA,Atlanta,Fulton,2690,46
86353,64114,Kansas City,MO,Kansas City,Jackson,2691,121
81641,54304,Green Bay,WI,Green Bay,Brown,2692,83
81303,53223,Milwaukee,WI,Milwaukee,Milwaukee,2693,79
73623,35810,Huntsville,AL,Huntsville,Madison,2694,55
93629,81001,Pueblo,CO,Pueblo,Pueblo,2695,86
79265,48603,Saginaw,MI,Saginaw,Saginaw,2696,75
69261,27253,Graham,NC,Burlington,Alamance,2697,92
58937,2840,Newport,RI,Providence,Newport,2698,316
69287,27302,Mebane,NC,Burlington,Alamance,2699,104
77993,46151,Martinsville,IN,Indianapolis,Morgan,2700,86
70993,30265,Newnan,GA,Atlanta,Coweta,2701,104
81371,53546,Town of Janesville,WI,Janesville,Rock,2702,103
89653,72601,Harrison,AR,Harrison,Boone,2703,73
89446,72209,Little Rock,AR,Little Rock,Pulaski,2704,53
96650,92108,San Diego,CA,San Diego,San Diego,2705,347
77738,45662,Portsmouth,OH,Portsmouth,Scioto,2706,58
62188,11704,West Babylon,NY,New York,Suffolk,2707,124
72545,33326,Weston,FL,Miami-Fort Lauderdale,Broward,2708,184
72314,32937,Satellite Beach,FL,Melbourne,Brevard,2709,170
96733,92220,Banning,CA,Riverside,Riverside,2710,161
83754,58601,Dickinson,ND,Dickinson,Stark,2711,166
98519,95969,Paradise,CA,Chico,Butte,2712,158
94278,83705,Boise,ID,Boise City,Ada,2713,138
72598,33432,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,2714,340
96349,91316,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2715,417
60547,7032,Kearny,NJ,New York,Hudson,2716,176
99123,97209,Portland,OR,Portland,Multnomah,2717,494
78024,46205,Indianapolis,IN,Indianapolis,Marion,2718,87
77399,45005,Franklin,OH,Cincinnati,Warren,2719,89
72102,32607,Gainesville,FL,Gainesville,Alachua,2720,102
95120,86001,Flagstaff,AZ,Flagstaff,Coconino,2721,197
59876,5401,Burlington,VT,Burlington,Chittenden,2722,201
62147,11554,East Meadow,NY,New York,Nassau,2723,306
96559,91941,La Mesa,CA,San Diego,San Diego,2724,303
61165,8742,Point Pleasant,NJ,New York,Ocean,2725,264
71519,31404,Savannah,GA,Savannah,Chatham,2726,70
79799,49546,Cascade Township,MI,Grand Rapids,Kent,2727,113
76588,43220,Upper Arlington,OH,Columbus,Franklin,2728,146
65757,19087,Radnor,PA,Philadelphia,Delaware,2729,227
93330,80260,Thornton,CO,Denver,Adams,2730,183
58650,2136,Boston,MA,Boston,Suffolk,2731,275
82272,55422,Robbinsdale,MN,Minneapolis-St Paul,Hennepin,2732,182
73142,34606,Spring Hill,FL,Tampa,Hernando,2733,78
93294,80218,Denver,CO,Denver,Denver,2734,344
72072,32571,Pace,FL,Pensacola,Santa Rosa,2735,90
73381,35211,Birmingham,AL,Birmingham,Jefferson,2736,48
70492,29456,Ladson,SC,Charleston,Berkeley,2737,101
67224,22306,Hybla Valley,VA,Washington,Fairfax,2738,282
76965,44052,Lorain,OH,Cleveland,Lorain,2739,50
78516,47274,Seymour,IN,Seymour,Jackson,2740,80
99948,98662,Five Corners,WA,Portland,Clark,2741,168
78048,46235,Indianapolis,IN,Indianapolis,Marion,2742,59
99366,97603,Klamath Falls,OR,Klamath Falls,Klamath,2743,102
87059,66044,Lawrence,KS,Lawrence,Douglas,2744,109
76771,43612,Toledo,OH,Toledo,Lucas,2745,48
96019,90038,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2746,615
82195,55343,Hopkins,MN,Minneapolis-St Paul,Hennepin,2747,195
96356,91326,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2748,318
61222,8865,Phillipsburg,NJ,Allentown,Warren,2749,111
81423,53705,Madison,WI,Madison,Dane,2750,201
95301,87106,Albuquerque,NM,Albuquerque,Bernalillo,2751,140
92835,79106,Amarillo,TX,Amarillo,Potter,2752,75
88607,70454,Ponchatoula,LA,Hammond,Tangipahoa,2753,96
97859,94903,San Rafael,CA,San Francisco,Marin,2754,528
78943,48067,Royal Oak,MI,Detroit,Oakland,2755,184
95086,85750,Tucson,AZ,Tucson,Pima,2756,163
91223,76065,Midlothian,TX,Dallas-Fort Worth,Ellis,2757,110
70420,29349,Inman,SC,Spartanburg,Spartanburg,2758,90
84353,60098,Woodstock,IL,Chicago,McHenry,2759,108
98516,95966,Oroville,CA,Chico,Butte,2760,143
99838,98513,Lacey,WA,Olympia,Thurston,2761,149
74153,37072,Goodlettsville,TN,Nashville,Davidson,2762,115
60828,7840,Hackettstown,NJ,Allentown,Warren,2763,148
65685,19002,Upper Dublin,PA,Philadelphia,Montgomery,2764,172
88418,70005,Metairie,LA,New Orleans,Jefferson,2765,173
98877,96740,Kailua Kona,HI,Hilo,Hawaii,2766,361
78007,46168,Plainfield,IN,Indianapolis,Hendricks,2767,97
60912,8016,Burlington Township,NJ,Philadelphia,Burlington,2768,129
87512,67217,Wichita,KS,Wichita,Sedgwick,2769,80
96162,90504,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2770,446
66835,21225,Brooklyn Park,MD,Baltimore,Anne Arundel,2771,123
65802,19135,Philadelphia,PA,Philadelphia,Philadelphia,2772,87
66797,21144,Severn,MD,Baltimore,Anne Arundel,2773,192
78032,46217,Indianapolis,IN,Indianapolis,Marion,2774,83
66566,20706,Lanham Seabrook,MD,Washington,Prince Georges,2775,199
79743,49426,Hudsonville,MI,Grand Rapids,Ottawa,2776,105
81242,53142,Kenosha,WI,Chicago,Kenosha,2777,114
58605,2062,Norwood,MA,Boston,Norfolk,2778,292
99217,97355,Lebanon,OR,Albany,Linn,2779,140
71923,32312,Tallahassee,FL,Tallahassee,Leon,2780,132
63586,14534,Town of Pittsford,NY,Rochester,Monroe,2781,121
60364,6512,East Haven,CT,New Haven,New Haven,2782,139
99160,97267,Oatfield,OR,Portland,Clackamas,2783,212
94835,85143,San Tan Valley,AZ,Phoenix,Pinal,2784,96
97124,93101,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara,2785,706
67602,23227,Richmond,VA,Richmond,Richmond City,2786,123
94764,85050,Phoenix,AZ,Phoenix,Maricopa,2787,178
84492,60441,Lockport,IL,Chicago,Will,2788,120
73247,34986,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,2789,123
70594,29609,Greenville,SC,Greenville,Greenville,2790,105
72297,32909,Palm Bay,FL,Melbourne,Brevard,2791,98
96672,92131,San Diego,CA,San Diego,San Diego,2792,345
71920,32309,Tallahassee,FL,Tallahassee,Leon,2793,125
97793,94588,Pleasanton,CA,San Francisco,Alameda,2794,508
71302,30741,Fairview,GA,Chattanooga,Walker,2795,64
60936,8043,Voorhees,NJ,Philadelphia,Camden,2796,132
79067,48212,Detroit,MI,Detroit,Wayne,2797,37
72071,32570,Milton,FL,Pensacola,Santa Rosa,2798,80
76735,43537,Maumee,OH,Toledo,Lucas,2799,94
99694,98290,Snohomish,WA,Seattle,Snohomish,2800,221
95831,89135,Las Vegas,NV,Las Vegas,Clark,2801,179
96517,91780,Temple City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2802,473
71781,32092,Saint Augustine,FL,Jacksonville,Saint Johns,2803,121
72700,33594,Valrico,FL,Tampa,Hillsborough,2804,113
70792,30005,Alpharetta,GA,Atlanta,Fulton,2805,142
72576,33409,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,2806,118
100156,99207,Spokane,WA,Spokane,Spokane,2807,119
91214,76053,Hurst,TX,Dallas-Fort Worth,Tarrant,2808,104
64623,16509,Millcreek Township,PA,Erie,Erie,2809,96
79783,49507,Grand Rapids,MI,Grand Rapids,Kent,2810,68
81284,53204,Milwaukee,WI,Milwaukee,Milwaukee,2811,51
399651,84096,Herriman,UT,Salt Lake City,Salt Lake,2812,177
97413,93702,Fresno,CA,Fresno,Fresno,2813,106
96045,90064,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2814,819
99579,98119,Seattle,WA,Seattle,King,2815,512
71833,32168,New Smyrna Beach,FL,Daytona Beach,Volusia,2816,130
58993,2919,Johnston,RI,Providence,Providence,2817,162
62950,13090,Liverpool,NY,Syracuse,Onondaga,2818,99
72900,33907,Fort Myers,FL,Fort Myers,Lee,2819,116
78033,46218,Indianapolis,IN,Indianapolis,Marion,2820,40
67757,23513,Norfolk,VA,Virginia Beach,Norfolk City,2821,112
91623,76901,San Angelo,TX,San Angelo,Tom Green,2822,84
86280,64015,Blue Springs,MO,Kansas City,Jackson,2823,103
65786,19119,Philadelphia,PA,Philadelphia,Philadelphia,2824,136
70608,29625,Anderson,SC,Greenville,Anderson,2825,80
99523,98038,Maple Valley,WA,Seattle,King,2826,208
65728,19050,Lansdowne,PA,Philadelphia,Delaware,2827,81
84653,60656,Chicago,IL,Chicago,Cook,2828,238
78964,48091,Warren,MI,Detroit,Macomb,2829,64
63637,14616,Town of Greece,NY,Rochester,Monroe,2830,77
60611,7107,Newark,NJ,New York,Essex,2831,96
422746,75033,Frisco,TX,Dallas-Fort Worth,Collin,2832,130
76577,43209,Bexley,OH,Columbus,Franklin,2833,140
61141,8648,Lawrence,NJ,Trenton,Mercer,2834,158
58639,2125,Boston,MA,Boston,Suffolk,2835,347
78067,46268,Indianapolis,IN,Indianapolis,Marion,2836,73
71904,32258,Jacksonville,FL,Jacksonville,Duval,2837,112
62199,11717,Town of Islip,NY,New York,Suffolk,2838,144
95939,89511,Reno,NV,Reno,Washoe,2839,223
86357,64119,Kansas City,MO,Kansas City,Jackson,2840,98
84691,60714,Niles,IL,Chicago,Cook,2841,228
97990,95122,San Jose,CA,San Jose,Santa Clara,2842,477
84632,60631,Chicago,IL,Chicago,Cook,2843,253
77521,45230,Cincinnati,OH,Cincinnati,Hamilton,2844,109
95193,86406,Lake Havasu City,AZ,Lake Havasu City,Mohave,2845,149
70961,30215,Fayetteville,GA,Atlanta,Fayette,2846,104
72168,32720,Deland,FL,Daytona Beach,Volusia,2847,101
58749,2368,Randolph,MA,Boston,Norfolk,2848,224
66846,21237,Rosedale,MD,Baltimore,Baltimore,2849,147
84434,60189,Wheaton,IL,Chicago,Du Page,2850,182
93588,80910,Colorado Springs,CO,Colorado Springs,El Paso,2851,110
87894,68164,Omaha,NE,Omaha,Douglas,2852,121
72485,33183,Kendale Lakes,FL,Miami-Fort Lauderdale,Miami-Dade,2853,162
73011,34120,Orangetree,FL,Naples,Collier,2854,177
79800,49548,Grand Rapids,MI,Grand Rapids,Kent,2855,92
95826,89130,Las Vegas,NV,Las Vegas,Clark,2856,128
97001,92701,Santa Ana,CA,Los Angeles-Long Beach-Anaheim,Orange,2857,362
58632,2118,Boston,MA,Boston,Suffolk,2858,899
72600,33434,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,2859,114
75867,41011,Covington,KY,Cincinnati,Kenton,2860,98
96652,92110,San Diego,CA,San Diego,San Diego,2861,395
60788,7747,Matawan,NJ,New York,Monmouth,2862,194
93046,79720,Big Spring,TX,Big Spring,Howard,2863,51
58762,2453,Waltham,MA,Boston,Middlesex,2864,331
99159,97266,Portland,OR,Portland,Multnomah,2865,226
73006,34113,Lely Resort,FL,Naples,Collier,2866,178
93290,80214,Lakewood,CO,Denver,Jefferson,2867,265
66254,20164,Sterling,VA,Washington,Loudoun,2868,228
97804,94602,Oakland,CA,San Francisco,Alameda,2869,556
66720,21009,Abingdon,MD,Baltimore,Harford,2870,152
73045,34223,Englewood,FL,Punta Gorda,Charlotte,2871,157
79782,49506,Grand Rapids,MI,Grand Rapids,Kent,2872,108
85957,63139,Saint Louis,MO,St. Louis,Saint Louis City,2873,141
61898,10704,Yonkers,NY,New York,Westchester,2874,278
72459,33156,Pinecrest,FL,Miami-Fort Lauderdale,Miami-Dade,2875,313
82041,55016,Cottage Grove,MN,Minneapolis-St Paul,Washington,2876,127
60527,7011,Clifton,NJ,New York,Passaic,2877,178
92054,77598,Houston,TX,Houston,Harris,2878,87
78286,46804,Fort Wayne,IN,Fort Wayne,Allen,2879,83
82117,55116,Saint Paul,MN,Minneapolis-St Paul,Ramsey,2880,233
73917,36535,Foley,AL,Daphne,Baldwin,2881,90
74655,38117,Memphis,TN,Memphis,Shelby,2882,101
87866,68116,Omaha,NE,Omaha,Douglas,2883,126
95830,89134,Las Vegas,NV,Las Vegas,Clark,2884,166
67322,22601,Winchester,VA,Winchester,Frederick,2885,143
98917,96782,Pearl City,HI,Urban Honolulu,Honolulu,2886,433
81640,54303,Green Bay,WI,Green Bay,Brown,2887,74
82223,55372,Prior Lake,MN,Minneapolis-St Paul,Scott,2888,210
77952,46074,Westfield,IN,Indianapolis,Hamilton,2889,98
399637,78633,Georgetown,TX,Austin,Williamson,2890,150
62271,11801,Hicksville,NY,New York,Nassau,2891,306
97253,93422,Atascadero,CA,San Luis Obispo,San Luis Obispo,2892,286
98121,95340,Merced,CA,Merced,Merced,2893,137
93354,80302,Boulder,CO,Boulder,Boulder,2894,479
92524,78582,Rio Grande City,TX,Rio Grande City,Starr,2895,48
66598,20745,Forest Heights,MD,Washington,Prince Georges,2896,176
78156,46516,Elkhart,IN,Elkhart,Elkhart,2897,71
71778,32086,Saint Augustine,FL,Jacksonville,Saint Johns,2898,128
92628,78717,Austin,TX,Austin,Travis,2899,131
62328,12010,Town of Amsterdam,NY,Amsterdam,Montgomery,2900,80
98373,95682,Shingle Springs,CA,Sacramento,El Dorado,2901,218
72669,33542,Zephyrhills,FL,Tampa,Pasco,2902,87
84560,60527,Burr Ridge,IL,Chicago,Du Page,2903,185
399735,97471,Roseburg,OR,Roseburg,Douglas,2904,137
422745,84129,Taylorsville,UT,Salt Lake City,Salt Lake,2905,182
58257,1089,West Springfield,MA,Springfield,Hampden,2906,147
93215,80026,Lafayette,CO,Boulder,Boulder,2907,244
95944,89521,Reno,NV,Reno,Washoe,2908,186
91210,76049,Granbury,TX,Dallas-Fort Worth,Hood,2909,105
97381,93638,Madera,CA,Madera,Madera,2910,130
67192,22207,Arlington,VA,Washington,Arlington,2911,494
99117,97203,Portland,OR,Portland,Multnomah,2912,306
97337,93561,Tehachapi,CA,Bakersfield,Kern,2913,143
62007,11104,New York,NY,New York,Queens,2914,617
96172,90604,South Whittier,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2915,359
72475,33173,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,2916,186
95983,90002,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2917,298
78962,48089,Warren,MI,Detroit,Macomb,2918,52
62259,11787,Smithtown,NY,New York,Suffolk,2919,259
84502,60451,New Lenox,IL,Chicago,Will,2920,122
94220,83605,Caldwell,ID,Boise City,Canyon,2921,88
58779,2474,Arlington,MA,Boston,Middlesex,2922,382
62070,11358,New York,NY,New York,Queens,2923,502
84489,60438,Lansing,IL,Chicago,Cook,2924,89
90644,75042,Garland,TX,Dallas-Fort Worth,Dallas,2925,109
99512,98027,Issaquah,WA,Seattle,King,2926,298
87502,67207,Wichita,KS,Wichita,Sedgwick,2927,99
66629,20782,Chillum,MD,Washington,Prince Georges,2928,229
77670,45431,Beavercreek,OH,Dayton,Greene,2929,88
70360,29205,Columbia,SC,Columbia,Richland,2930,123
60656,7410,Fair Lawn,NJ,New York,Bergen,2931,249
69354,27455,Greensboro,NC,,Guilford,2932,105
74216,37172,Springfield,TN,Nashville,Robertson,2933,105
79025,48162,Monroe Township,MI,Monroe,Monroe,2934,91
86951,65721,Ozark,MO,Springfield,Christian,2935,105
81240,53140,Kenosha,WI,Chicago,Kenosha,2936,108
99183,97306,Salem,OR,Salem,Marion,2937,162
73197,34743,Yeehaw Junction,FL,Orlando,Osceola,2938,114
77530,45239,White Oak,OH,Cincinnati,Hamilton,2939,76
92317,78221,San Antonio,TX,San Antonio,Bexar,2940,75
93251,80122,Centennial,CO,Denver,Arapahoe,2941,228
73207,34758,Poinciana,FL,Orlando,Osceola,2942,88
71589,31601,Valdosta,GA,Valdosta,Lowndes,2943,53
67058,21811,Berlin,MD,Salisbury,Worcester,2944,142
81386,53562,Middleton,WI,Madison,Dane,2945,165
97495,93955,Seaside,CA,Salinas,Monterey,2946,388
82276,55426,Saint Louis Park,MN,Minneapolis-St Paul,Hennepin,2947,212
77025,44125,Garfield Heights,OH,Cleveland,Cuyahoga,2948,53
97966,95070,Saratoga,CA,San Jose,Santa Clara,2949,975
78973,48101,Allen Park,MI,Detroit,Wayne,2950,102
96020,90039,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2951,674
67132,22042,Falls Church,VA,Washington,Fairfax,2952,339
84299,60035,Highland Park,IL,Chicago,Lake,2953,229
70960,30214,Fayetteville,GA,Atlanta,Fayette,2954,92
63831,15010,Chippewa Township,PA,Pittsburgh,Beaver,2955,97
84549,60515,Downers Grove,IL,Chicago,Du Page,2956,211
75022,38834,Corinth,MS,Corinth,Alcorn,2957,61
72242,32817,Orlando,FL,Orlando,Orange,2958,127
98540,95993,Yuba City,CA,Yuba City,Sutter,2959,152
61644,10030,New York,NY,New York,New York,2960,803
89443,72205,Little Rock,AR,Little Rock,Pulaski,2961,93
84313,60050,McHenry,IL,Chicago,McHenry,2962,112
72057,32548,Fort Walton Beach,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,2963,124
74407,37659,Jonesborough,TN,Johnson City,Washington,2964,91
60111,6051,New Britain,CT,Hartford,Hartford,2965,98
82278,55428,New Hope,MN,Minneapolis-St Paul,Hennepin,2966,172
82293,55443,Brooklyn Park,MN,Minneapolis-St Paul,Hennepin,2967,158
69306,27332,Sanford,NC,Sanford,Lee,2968,85
90806,75254,Dallas,TX,Dallas-Fort Worth,Dallas,2969,149
90990,75604,Longview,TX,Longview,Gregg,2970,77
65718,19038,Abington,PA,Philadelphia,Montgomery,2971,163
84393,60142,Huntley,IL,Chicago,McHenry,2972,118
66255,20165,Sterling,VA,Washington,Loudoun,2973,235
79440,48867,Owosso,MI,Owosso,Shiawassee,2974,64
96373,91350,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2975,290
90421,74464,Tahlequah,OK,Tahlequah,Cherokee,2976,76
59030,3079,Salem,NH,Boston,Rockingham,2977,188
82482,55912,Austin,MN,Austin,Mower,2978,77
72574,33407,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,2979,120
91383,76401,Stephenville,TX,Stephenville,Erath,2980,57
72293,32905,Palm Bay,FL,Melbourne,Brevard,2981,90
88561,70364,Houma,LA,Houma,Terrebonne,2982,99
80080,50014,Ames,IA,Ames,Story,2983,140
81300,53220,Greenfield,WI,Milwaukee,Milwaukee,2984,125
75707,40504,Lexington,KY,Lexington,Fayette,2985,91
65304,18015,Bethlehem,PA,Allentown,Northampton,2986,96
399665,89002,Henderson,NV,Las Vegas,Clark,2987,136
93220,80033,Wheat Ridge,CO,Denver,Jefferson,2988,248
71626,31705,Albany,GA,Albany,Dougherty,2989,41
99014,97008,Beaverton,OR,Portland,Washington,2990,226
84332,60076,Skokie,IL,Chicago,Cook,2991,222
96355,91325,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2992,325
84626,60624,Chicago,IL,Chicago,Cook,2993,126
399730,84081,West Jordan,UT,Salt Lake City,Salt Lake,2994,176
82075,55060,Owatonna,MN,Owatonna,Steele,2995,94
66014,19601,Reading,PA,Reading,Berks,2996,42
95993,90012,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2997,478
91986,77502,Pasadena,TX,Houston,Harris,2998,81
96484,91739,Rancho Cucamonga,CA,Riverside,San Bernardino,2999,254
71026,30306,Atlanta,GA,Atlanta,Fulton,3000,305
60407,6708,Waterbury,CT,New Haven,New Haven,3001,86
72364,33026,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,3002,171
76712,43512,Defiance,OH,Defiance,Defiance,3003,75
79517,49024,Portage,MI,Kalamazoo,Kalamazoo,3004,101
65001,17268,Washington Township,PA,Chambersburg,Franklin,3005,93
72833,33809,Lakeland,FL,Lakeland,Polk,3006,104
96515,91776,San Gabriel,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3007,421
75216,39212,Jackson,MS,Jackson,Hinds,3008,41
63641,14620,Rochester,NY,Rochester,Monroe,3009,92
79128,48317,Shelby Township,MI,Detroit,Macomb,3010,122
96412,91403,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3011,523
67230,22312,Lincolnia,VA,Washington,Fairfax,3012,274
97251,93420,Arroyo Grande,CA,San Luis Obispo,San Luis Obispo,3013,342
99192,97321,Albany,OR,Albany,Linn,3014,153
399661,85395,Goodyear,AZ,Phoenix,Maricopa,3015,135
64217,15650,Unity Township,PA,Pittsburgh,Westmoreland,3016,106
74236,37205,Nashville,TN,Nashville,Davidson,3017,241
69376,27517,Chapel Hill,NC,Durham,Orange,3018,160
58968,2889,Warwick,RI,Providence,Kent,3019,175
78560,47362,New Castle,IN,New Castle,Henry,3020,55
72876,33870,Sebring,FL,Sebring,Highlands,3021,67
72402,33073,Coconut Creek,FL,Miami-Fort Lauderdale,Broward,3022,164
70684,29715,Fort Mill,SC,Charlotte,York,3023,105
74558,37921,Knoxville,TN,Knoxville,Knox,3024,93
70480,29440,Georgetown,SC,Georgetown,Georgetown,3025,94
93070,79761,Odessa,TX,Odessa,Ector,3026,87
98038,95204,Stockton,CA,Stockton,San Joaquin,3027,169
75175,39157,Ridgeland,MS,Jackson,Madison,3028,99
62475,12205,Town of Colonie,NY,Albany,Albany,3029,155
99837,98512,Tumwater,WA,Olympia,Thurston,3030,157
66819,21209,Baltimore,MD,Baltimore,Baltimore City,3031,179
72331,32962,Vero Beach,FL,Vero Beach,Indian River,3032,94
95932,89503,Reno,NV,Reno,Washoe,3033,172
61127,8610,Hamilton Township,NJ,Trenton,Mercer,3034,138
60462,6824,Fairfield,CT,Stamford,Fairfield,3035,315
96379,91356,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3036,409
88626,70503,Lafayette,LA,Lafayette,Lafayette,3037,113
98044,95210,Stockton,CA,Stockton,San Joaquin,3038,153
74455,37743,Greeneville,TN,Greeneville,Greene,3039,72
98000,95132,San Jose,CA,San Jose,Santa Clara,3040,567
99817,98466,University Place,WA,Seattle,Pierce,3041,179
58502,1826,Dracut,MA,Boston,Middlesex,3042,197
67769,23601,Newport News,VA,Virginia Beach,Newport News City,3043,120
77527,45236,Deer Park,OH,Cincinnati,Hamilton,3044,113
62167,11580,Valley Stream,NY,New York,Nassau,3045,298
74376,37415,Chattanooga,TN,Chattanooga,Hamilton,3046,83
64953,17201,Chambersburg,PA,Chambersburg,Franklin,3047,89
93802,81504,Grand Junction,CO,Grand Junction,Mesa,3048,129
61191,8822,Raritan Township,NJ,New York,Hunterdon,3049,178
82047,55024,Farmington,MN,Minneapolis-St Paul,Dakota,3050,214
91262,76117,Haltom City,TX,Dallas-Fort Worth,Tarrant,3051,85
74165,37086,La Vergne,TN,Nashville,Rutherford,3052,114
67608,23233,Henrico,VA,Richmond,Henrico,3053,146
76359,42431,Madisonville,KY,Madisonville,Hopkins,3054,70
84364,60110,Carpentersville,IL,Chicago,Kane,3055,105
96662,92120,San Diego,CA,San Diego,San Diego,3056,347
70705,29745,York,SC,Charlotte,York,3057,96
75314,39466,Picayune,MS,Picayune,Pearl River,3058,64
81211,53095,Town of West Bend,WI,Milwaukee,Washington,3059,106
97021,92802,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,3060,370
99825,98498,Lakewood,WA,Seattle,Pierce,3061,158
82055,55033,Hastings,MN,Minneapolis-St Paul,Dakota,3062,185
62157,11566,Merrick,NY,New York,Nassau,3063,300
82129,55128,Oakdale,MN,Minneapolis-St Paul,Washington,3064,124
84826,61108,Rockford,IL,Rockford,Winnebago,3065,59
70978,30240,Lagrange,GA,LaGrange,Troup,3066,75
93315,80239,Denver,CO,Denver,Denver,3067,192
81293,53213,Wauwatosa,WI,Milwaukee,Milwaukee,3068,107
